Elect.Particip,Old.Pop.,Mid.aged.Pop.,Young.Pop.,Children.Pop.,Highschool.degree,No.school.degree,Registrd.Web.Doms,Business.Regstr.,Income,GDP.growth.2009,GDP.growth.2008,Workforce,X.cars,Agricult..workf.,Prod..workf.,Manufac..Workf.,Constr..workf.,Service.workf.,Trade.workf.,Finance.workf.,Pub..serv..workf.,Bankruptcies,Unemploy.,Unempl..Youth,ranking,Type_Urban,State_Bavaria,State_Berlin,State_Brandenburg,State_Bremen,State_Hamburg,State_Hesse,State_Lower Saxony,State_Mecklenburg-Vorpommern,State_NRW,State_Rhineland-Palatinate,State_Saarland,State_Saxony,State_Saxony-Anhalt,State_Schleswig-Holstein,State_Thuringia,Region_North,Region_South,Region_West
75.8,29.9,23.4,7.9,15.9,6.9,6.2,106.2,76.0,18624.0,-1.3,0.4,378.1,592.8,3.9,28.6,18.7,9.6,67.5,30.9,7.5,29.1,84.0,5.6,6.3,a>b>c>e>d,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
74.3,25.3,32.6,8.3,14.8,40.1,6.8,236.6,85.8,22357.0,-4.7,-4.8,1138.7,455.8,0.4,21.1,17.1,3.2,78.6,19.2,28.1,31.3,68.9,6.4,5.1,a>d>b>c>e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
75.6,26.8,27.6,7.9,18.5,31.1,5.4,140.2,93.7,20830.0,-11.0,-3.2,866.8,576.5,0.9,39.5,35.8,3.5,59.6,22.3,18.5,18.9,50.7,4.5,4.6,a>c>b>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
75.9,27.1,27.2,7.7,17.9,27.2,4.8,178.0,103.9,21667.0,-8.1,1.0,749.4,554.5,1.0,37.2,31.6,5.1,61.7,23.7,15.8,22.2,76.8,4.6,4.6,a>b>c>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72.0,27.3,25.8,8.2,18.0,24.7,5.8,121.5,104.0,20229.0,-6.4,1.6,676.2,547.9,1.5,37.7,30.2,7.1,60.8,22.5,12.3,26.0,98.5,5.4,5.8,a>b>c>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
75.7,26.8,27.8,7.8,18.3,27.5,5.1,141.8,96.7,21827.0,-6.5,1.2,696.1,541.8,2.0,33.2,27.7,5.1,64.9,23.6,17.0,24.3,70.1,4.8,4.9,a>b>c>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73.9,27.4,26.4,7.8,18.2,24.1,4.7,131.5,95.9,21503.0,-5.4,1.5,669.9,538.7,2.0,35.2,28.6,6.3,62.8,22.3,15.1,25.4,73.4,4.7,3.9,a>c>b>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
67.1,26.1,28.1,8.4,17.0,28.9,4.5,148.8,97.0,31020.0,-4.2,-0.3,1150.7,474.2,0.7,26.8,21.9,3.0,72.5,23.8,21.7,27.0,78.6,8.0,6.8,a>b>c>d>e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73.1,27.4,26.9,8.4,19.1,20.6,5.7,121.9,91.4,20289.0,-8.7,0.0,696.1,596.1,3.2,43.8,37.7,5.4,53.0,20.4,13.5,19.1,71.3,4.9,4.8,a>c>b>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70.4,27.5,26.2,8.9,19.1,20.9,7.8,97.1,69.9,20599.0,-8.4,-0.2,853.6,613.6,3.9,40.5,34.8,5.3,55.7,28.7,7.7,19.3,38.7,4.6,4.2,a>c>b>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68.4,27.3,26.3,8.7,19.4,20.6,5.8,96.1,80.1,18660.0,-3.9,3.3,763.7,553.5,3.7,36.7,29.3,6.7,59.6,20.3,16.0,23.3,82.0,4.4,4.9,a>b>c>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72.1,28.0,25.1,8.3,17.8,21.9,4.1,100.8,70.8,18639.0,-4.4,3.0,809.9,566.5,3.6,37.3,31.9,5.0,59.0,20.6,8.7,29.7,97.4,4.7,4.7,a>c>b>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70.3,27.2,25.0,8.3,17.9,21.6,5.0,87.4,76.5,19570.0,-7.6,0.3,755.2,531.8,1.6,42.3,37.1,4.4,56.0,19.2,13.6,23.2,107.5,5.5,5.6,a>b>c>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72.0,26.9,26.1,8.5,19.1,24.9,4.9,95.8,81.0,20066.0,-7.2,-0.8,733.9,545.9,2.3,39.3,33.0,5.9,58.4,19.9,10.7,27.7,91.4,5.0,5.0,a>b>c>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71.1,28.5,23.9,6.6,14.3,42.6,7.9,218.7,131.1,25292.0,-4.3,3.5,1272.0,550.5,1.3,21.6,16.3,4.3,77.2,24.6,17.1,35.5,81.5,6.9,5.6,a>c>b>d>e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71.1,25.8,30.5,9.6,14.6,39.2,5.8,254.2,98.0,19880.0,-0.7,2.8,1093.2,446.0,0.2,16.1,10.6,3.2,83.7,24.7,25.0,34.0,45.3,6.6,5.2,a>b>d>c>e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73.7,28.6,26.0,7.9,17.8,23.4,5.4,139.6,93.4,20309.0,-6.3,2.7,671.3,547.2,1.4,32.3,25.7,5.6,66.4,22.3,21.1,23.0,58.7,4.2,4.7,a>b>c>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69.8,28.7,25.4,7.9,17.5,19.3,6.5,114.2,81.4,19476.0,-11.1,-1.8,738.0,564.8,1.7,46.6,40.8,5.4,51.7,20.6,10.5,20.6,71.9,4.5,4.9,a>b>c>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
75.2,25.2,33.6,11.4,13.2,49.6,3.0,202.1,98.3,21561.0,-3.2,5.3,1040.2,373.6,0.4,16.0,13.2,2.0,83.5,20.0,17.5,46.0,58.6,6.3,4.2,a>d>b>c>e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
67.6,27.2,29.7,8.7,15.2,29.7,6.8,166.5,138.9,17613.0,-3.1,5.9,1034.3,435.8,0.4,25.3,19.8,4.3,74.3,24.4,24.3,25.5,80.0,8.6,4.6,a>b>c>d>e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69.9,28.6,25.4,8.5,17.9,23.9,7.8,87.2,78.5,18017.0,-4.3,1.6,631.3,536.6,2.8,34.5,27.2,6.5,62.8,19.4,9.8,33.5,89.2,5.3,5.1,a>b>c>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
75.0,28.5,26.5,7.8,17.2,26.7,5.6,141.0,96.9,20790.0,-2.5,2.3,605.1,558.9,1.4,27.5,22.0,5.2,71.1,24.4,22.2,24.5,64.2,4.6,3.9,a>b>c>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
63.8,26.6,26.6,8.7,17.0,33.4,6.3,121.1,97.8,19926.0,-4.0,0.9,882.9,443.4,0.4,27.5,23.2,3.6,72.1,25.5,17.0,29.6,116.6,9.9,8.4,a>b>c>d>e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72.9,27.8,25.4,8.4,18.7,21.7,6.3,105.0,91.6,19681.0,-4.0,0.1,588.9,533.4,2.1,30.3,23.3,6.6,67.6,24.5,9.6,33.4,63.0,4.8,4.6,a>c>b>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74.3,28.1,25.2,8.0,18.8,16.4,2.8,138.1,89.1,22022.0,-8.1,-1.5,577.8,564.6,1.6,47.8,42.1,5.4,50.6,19.5,9.6,21.6,77.4,4.4,4.4,a>c>b>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70.4,27.1,26.2,8.6,18.8,17.7,7.0,88.7,83.2,20776.0,-8.9,3.2,752.4,526.2,2.0,39.2,32.8,6.0,58.8,25.1,9.3,24.5,49.2,4.8,4.7,a>c>b>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74.1,25.4,32.4,10.9,15.0,43.8,6.0,214.5,86.8,17948.0,-0.3,1.6,949.5,369.6,0.4,13.3,10.1,2.7,86.2,25.0,16.1,45.1,57.5,6.9,3.1,d>a>b>c>e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74.7,28.1,25.3,8.0,18.5,27.4,3.5,146.5,94.4,20072.0,-2.8,1.0,639.4,524.9,5.1,28.6,21.1,7.1,66.3,28.0,11.2,27.0,48.4,4.3,3.1,a>b>c>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72.6,28.3,25.8,8.1,18.7,19.7,6.2,126.2,92.2,18989.0,-4.8,3.5,615.3,522.1,4.5,35.2,27.4,7.2,60.3,21.7,10.9,27.7,73.9,3.9,3.5,a>b>c>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68.9,27.6,25.7,8.5,18.5,23.9,4.8,116.1,82.9,19670.0,-6.7,0.6,802.7,543.5,3.2,33.4,26.9,6.0,63.4,25.9,11.5,26.1,74.1,4.8,4.2,a>b>c>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70.7,26.8,25.4,8.4,19.1,22.8,5.1,102.3,93.0,20822.0,-9.1,2.5,756.0,563.5,2.2,44.3,37.7,6.1,53.5,19.8,9.8,24.0,63.4,4.9,4.9,a>c>b>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69.6,27.3,24.8,8.4,17.8,22.5,5.1,118.7,85.0,21735.0,-6.4,3.1,805.7,539.2,1.8,35.6,30.2,4.9,62.6,21.3,14.8,26.5,85.6,5.7,5.8,a>c>b>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70.2,26.3,26.1,8.6,19.6,19.7,5.8,104.3,81.2,22105.0,-10.3,2.8,798.7,535.1,1.3,51.8,45.8,5.3,47.0,18.3,8.3,20.4,58.6,5.0,4.4,a>c>b>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70.9,27.2,26.6,9.2,16.7,25.8,5.1,155.5,96.3,19092.0,-4.3,2.1,696.2,488.2,2.2,25.1,20.1,4.4,72.6,26.3,14.1,32.2,56.3,5.3,4.6,a>c>b>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68.1,27.9,26.1,8.0,18.2,22.5,6.2,109.2,75.2,19564.0,-4.9,1.7,685.9,517.3,2.2,33.3,26.7,5.5,64.5,25.2,11.6,27.7,70.8,4.8,3.9,a>b>c>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68.4,27.4,25.2,8.3,18.9,18.3,5.5,102.9,73.4,18831.0,-3.0,3.7,655.8,535.6,3.1,32.3,24.3,7.0,64.6,26.0,10.5,28.2,40.8,4.4,3.2,a>c>b>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73.5,27.1,26.6,8.4,18.2,27.2,4.9,169.8,95.0,20787.0,-6.4,4.0,751.0,542.6,1.9,36.7,30.8,5.5,61.4,21.6,13.5,26.3,49.6,4.9,4.8,a>c>b>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
77.5,27.7,28.4,10.7,17.6,36.6,5.6,159.7,79.4,19312.0,-2.3,2.5,629.3,485.6,1.1,23.0,17.8,4.6,75.9,19.7,11.9,44.3,66.5,4.5,3.6,a>d>b>c>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69.8,28.0,24.9,8.4,18.0,19.0,4.0,103.5,89.0,21489.0,-6.3,-0.2,710.4,573.7,1.8,41.1,34.4,6.1,57.0,23.7,9.8,23.6,56.2,5.7,5.6,a>c>b>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72.4,25.4,30.7,9.3,16.0,38.0,4.9,173.9,92.6,21886.0,-6.1,-1.7,1316.9,469.0,0.4,22.5,19.1,2.6,77.1,27.0,18.6,31.5,49.1,5.8,5.5,a>b>d>c>e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74.7,26.8,26.5,8.6,19.9,18.1,4.6,98.2,80.5,19668.0,-7.9,5.2,572.8,552.1,4.2,38.9,30.7,7.8,56.9,22.5,10.2,24.3,31.9,3.9,4.4,a>c>b>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72.2,26.5,26.8,8.9,20.1,21.0,4.4,99.1,81.9,19499.0,-8.2,2.8,763.6,577.6,3.4,43.1,35.9,6.2,53.5,18.4,9.4,25.7,36.6,3.6,3.7,a>c>b>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73.7,27.3,26.1,8.1,17.8,26.5,6.0,153.6,87.1,20780.0,-8.0,1.5,799.6,546.6,3.3,37.0,31.7,4.8,59.7,22.0,12.7,25.0,48.1,4.1,3.8,a>c>b>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71.8,26.7,26.9,8.7,19.2,23.3,5.3,118.9,93.4,19891.0,-4.2,4.2,775.3,527.5,3.4,30.7,24.4,5.7,65.9,23.1,13.9,29.0,25.6,3.8,3.9,a>c>b>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70.0,26.9,25.9,8.8,19.5,22.2,6.7,93.7,89.2,18664.0,-5.9,2.6,756.4,538.1,3.6,33.4,26.2,6.8,62.9,21.5,8.4,33.0,66.4,5.1,5.0,a>c>b>d>e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
63.6,25.5,29.7,8.5,17.2,26.1,8.5,112.2,93.0,18871.0,-5.4,-10.0,1226.9,642.8,0.6,44.0,41.0,2.6,55.4,19.0,13.9,22.4,121.6,4.8,5.3,a>b>c>d>e,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73.4,24.2,34.5,8.6,14.8,31.7,7.8,384.8,152.3,23550.0,-1.8,-3.1,1038.4,464.6,0.2,16.9,13.6,2.7,82.8,21.3,30.1,31.4,63.7,6.0,4.9,a>b>c>d>e,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
65.3,27.0,28.5,8.5,16.2,30.0,6.3,209.0,126.4,20401.0,-1.2,2.0,1106.8,492.3,0.7,21.6,16.6,4.3,77.7,24.4,19.8,33.5,45.0,6.4,5.3,a>b>c>d>e,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
67.8,28.2,25.3,7.9,17.9,19.9,3.5,99.9,98.3,19272.0,-5.6,4.7,821.1,540.2,3.2,42.6,32.6,7.6,54.2,18.4,11.5,24.2,51.4,4.7,5.0,a>b>c>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68.2,26.7,25.8,8.2,16.2,22.9,6.2,126.6,109.7,18626.0,-2.2,6.6,752.1,531.5,4.0,22.4,15.0,6.6,73.6,29.4,10.4,33.7,51.1,4.2,2.6,a>c>b>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73.1,27.4,26.1,7.7,18.2,27.7,2.9,184.5,140.4,21775.0,-3.8,0.1,649.7,551.2,4.4,26.7,18.9,7.5,68.9,27.5,13.3,28.1,66.6,3.7,2.3,a>c>b>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
75.1,27.8,28.1,7.9,18.8,23.4,5.1,152.8,137.9,20823.0,-1.8,-0.5,533.3,522.3,3.4,24.8,16.4,7.7,71.9,26.7,16.6,28.6,60.8,3.2,3.3,a>c>b>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
77.7,27.0,27.5,7.3,19.6,27.3,3.4,220.3,131.7,22434.0,-3.0,4.0,584.9,527.0,4.2,21.5,15.6,5.7,74.3,33.0,15.4,25.9,59.8,3.0,2.6,a>c>b>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
75.3,26.7,27.3,9.2,19.8,16.4,3.6,95.1,84.5,18639.0,-0.5,5.9,542.1,533.9,5.3,30.1,20.6,8.2,64.6,23.5,13.1,28.0,81.4,2.2,2.8,a>b>c>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73.3,27.3,28.9,8.1,20.1,18.1,4.1,142.8,137.5,19789.0,1.6,2.7,565.0,555.9,6.5,20.5,12.0,7.7,73.1,28.5,14.0,30.6,51.6,2.8,2.7,a>c>b>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73.8,26.3,30.6,9.0,18.9,22.5,4.5,327.7,129.7,19492.0,-5.4,-3.0,921.2,535.7,2.7,19.0,14.4,4.2,78.3,45.6,14.0,18.7,58.0,3.3,3.3,a>c>d>b>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
77.2,27.6,26.8,7.3,17.8,34.3,4.7,187.4,122.8,21412.0,0.1,4.8,515.0,508.3,2.0,22.0,13.5,8.3,75.9,27.1,18.3,30.6,60.3,3.8,3.6,a>b>c>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72.1,26.8,25.4,7.5,16.4,30.5,3.0,175.6,105.2,19869.0,1.0,0.9,760.9,512.1,3.1,14.2,7.9,6.0,82.7,34.0,10.4,38.3,37.4,4.4,3.3,a>c>b>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74.9,28.1,26.5,7.6,19.9,22.1,7.4,194.9,126.5,20307.0,-2.6,2.6,657.9,563.2,4.3,26.0,19.5,6.3,69.7,22.8,11.3,35.6,75.2,3.7,3.9,a>c>d>b>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73.8,27.3,26.1,7.4,17.4,18.9,6.2,193.1,157.7,23340.0,-2.1,2.7,747.7,575.0,4.7,24.5,17.7,6.6,70.9,30.5,12.9,27.5,42.1,3.9,2.9,a>c>b>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
67.2,27.8,25.9,8.1,18.5,19.1,6.6,150.6,112.9,19240.0,-4.0,-1.8,673.7,537.4,5.8,34.3,26.0,7.9,59.9,23.3,9.3,27.3,52.3,5.1,4.6,a>c>b>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
79.1,26.6,27.9,7.3,18.0,40.7,3.0,298.5,172.9,25924.0,-1.5,-0.5,1158.0,767.6,0.9,21.8,17.1,4.4,77.3,25.3,27.7,24.4,69.7,3.5,2.7,a>c>b>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70.1,27.5,26.9,8.3,19.2,20.0,4.7,90.3,92.9,18657.0,-2.3,3.9,678.4,566.8,5.3,33.9,22.1,11.3,60.8,22.0,9.2,29.6,83.8,2.8,3.0,a>c>b>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71.6,28.1,27.6,8.2,19.0,16.1,8.1,131.0,116.8,20235.0,-1.9,3.8,606.0,564.3,5.5,32.1,23.7,7.6,62.4,25.2,10.7,26.6,135.2,2.8,3.0,a>c>b>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72.9,27.9,26.0,7.9,18.7,18.2,5.5,158.9,137.3,23077.0,-1.6,3.6,631.2,548.5,4.8,27.3,19.7,7.2,67.9,27.1,11.1,29.6,49.6,3.6,3.4,a>c>b>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
80.0,27.7,25.3,6.6,18.2,39.2,4.1,265.6,148.9,29104.0,-0.3,-0.1,748.3,583.8,1.9,23.3,17.7,5.6,74.8,22.1,20.4,32.3,75.3,3.2,2.4,a>c>d>b>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70.3,27.8,24.9,7.8,17.8,21.7,5.8,125.6,114.9,19275.0,-4.9,4.9,774.9,557.3,4.9,33.0,25.0,7.7,62.1,25.3,10.9,26.0,58.2,4.1,3.0,a>c>b>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74.0,27.7,25.3,7.9,19.0,21.6,5.4,134.1,102.7,20008.0,-4.8,0.1,718.8,547.2,4.6,36.2,29.0,6.8,59.2,22.0,10.5,26.7,95.1,3.5,3.5,a>c>b>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66.7,26.8,27.6,8.3,15.3,29.1,2.7,115.3,98.0,20406.0,-2.2,-1.8,1142.3,496.3,0.5,17.1,13.0,2.7,82.4,21.4,17.9,43.0,45.5,6.0,6.4,a>c>b>d>e,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
65.5,27.5,26.9,10.6,13.2,31.4,5.2,143.7,136.6,18019.0,-3.8,5.3,1379.8,487.5,0.5,21.7,15.9,5.2,77.9,26.6,15.3,35.9,60.3,7.7,6.3,a>b>c>d>e,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60.1,28.8,26.7,8.2,14.7,29.5,7.6,114.3,110.4,19514.0,-3.4,4.7,1204.8,511.8,1.0,21.6,18.1,3.1,77.5,30.4,14.4,32.7,117.2,7.2,6.5,a>b>c>e>d,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
62.2,28.7,26.6,8.4,17.5,20.3,5.6,113.1,109.1,18049.0,-2.1,3.7,822.0,552.7,4.8,31.8,19.8,11.6,63.4,23.9,10.6,28.9,62.4,5.2,5.0,a>c>b>e>d,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60.0,29.2,25.3,8.3,17.8,20.6,5.4,98.1,91.7,16873.0,-1.6,3.3,634.6,543.6,7.0,31.4,21.2,10.0,61.7,24.4,7.2,30.1,38.6,5.2,4.4,a>b>c>e>d,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68.3,27.4,27.1,8.4,19.4,17.8,6.7,119.9,98.3,18980.0,-3.1,5.0,659.5,566.1,5.8,33.8,25.1,8.3,60.4,23.4,11.3,25.7,46.2,4.1,4.4,a>b>c>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71.1,28.3,27.2,8.1,19.4,9.5,5.9,137.0,117.0,19078.0,-3.8,4.1,594.4,580.1,7.1,37.4,26.3,9.0,55.5,22.6,13.3,19.6,62.2,3.3,3.6,a>c>b>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
63.0,28.4,26.0,8.1,17.7,15.6,4.7,94.3,114.1,18301.0,-3.1,3.0,625.5,558.5,6.0,32.7,24.1,8.0,61.3,27.7,8.2,25.4,38.5,5.4,5.5,a>c>b>e>d,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60.4,29.3,25.5,8.4,16.8,15.9,7.4,125.2,86.9,16770.0,-3.2,2.5,672.7,532.2,6.0,33.5,24.8,8.3,60.6,23.0,10.8,26.7,35.5,5.0,4.2,a>b>c>e>d,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
63.9,27.7,25.3,8.1,18.4,17.7,7.4,87.4,110.3,18343.0,-0.5,2.5,698.5,576.4,7.9,33.2,20.1,12.7,58.9,23.9,9.8,25.2,9.1,4.3,5.0,a>c>b>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71.3,28.5,26.5,8.2,19.0,19.3,5.9,74.7,103.9,17593.0,-1.8,6.6,516.9,570.6,11.1,35.4,25.5,9.7,53.5,19.1,7.2,27.2,46.7,3.8,3.6,a>c>b>e>d,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
65.2,28.5,26.3,8.5,18.3,21.3,3.7,77.7,86.0,18926.0,-5.1,-11.7,1002.2,588.8,7.2,52.4,47.3,5.0,40.4,18.0,8.3,14.0,28.6,3.9,4.3,a>b>c>e>d,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64.3,27.7,26.2,8.5,15.6,31.6,7.0,123.3,81.5,18948.0,-6.3,6.2,1119.2,502.0,0.6,33.6,29.8,3.6,65.8,19.9,11.9,34.0,173.7,9.0,8.5,a>b>c>d>e,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
67.7,25.3,32.1,9.3,14.3,36.6,5.6,361.2,91.9,19110.0,-7.4,1.6,1471.9,528.9,0.2,26.7,23.2,2.6,73.1,22.9,16.9,33.2,78.9,7.2,5.2,a>b>d>c>e,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66.2,27.2,25.8,8.3,16.4,29.2,4.4,77.6,77.6,18251.0,-3.9,1.6,1351.8,538.9,0.5,18.3,14.3,3.4,81.2,34.9,14.7,31.5,97.4,8.5,9.8,a>b>c>e>d,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72.0,28.4,25.1,8.8,18.0,7.7,6.1,476.5,73.6,17113.0,-2.0,1.1,530.1,562.5,6.2,35.5,25.3,8.6,58.2,21.4,8.1,28.8,81.6,4.9,4.9,a>b>c>e>d,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64.6,28.7,25.9,8.5,17.5,16.1,5.0,89.5,100.6,17272.0,-3.0,2.0,765.7,576.6,6.3,38.1,28.0,9.9,55.6,22.5,8.6,24.5,36.3,4.8,4.2,a>b>c>e>d,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73.7,27.8,26.5,8.7,19.2,24.9,4.7,101.6,89.5,18691.0,-1.7,8.8,675.4,553.8,5.3,35.8,22.6,12.6,59.0,22.8,11.1,25.0,35.8,3.3,3.3,a>b>c>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73.9,28.2,25.8,8.6,18.4,15.7,7.3,117.9,75.7,17023.0,-5.5,2.9,539.3,569.7,6.8,41.1,33.7,7.2,52.1,17.3,8.4,26.5,49.9,5.2,5.6,a>b>c>e>d,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72.2,29.4,26.7,8.2,18.7,10.9,4.9,104.9,97.5,18891.0,-5.5,4.7,457.4,574.9,6.0,32.5,23.8,8.5,61.6,26.7,11.4,23.5,40.1,3.6,3.8,a>b>c>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68.5,28.2,26.1,8.4,17.8,22.3,4.8,80.8,94.3,17637.0,-3.7,0.8,719.2,574.6,4.8,36.1,30.0,5.6,59.0,22.8,9.8,26.4,112.6,4.9,5.3,a>b>c>e>d,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73.0,28.4,24.6,8.2,17.5,14.3,4.4,87.3,95.8,17433.0,-4.5,4.7,639.9,567.2,6.9,40.0,29.7,9.9,53.1,20.3,9.1,23.7,59.7,5.8,4.7,a>b>c>e>d,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
